Amine_number,Full_SMILES,Amine_SMILES,Tail_length,Num_tails,Amine,Tail,Delivery_target,Route_of_administration,Purity,Target_or_delivered_gene,Experiment_weight,Value_name
365,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)C1CCC(CC2CCC(N(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)C(C)C2)CC1C,CC1CC(CC2CCC(N)C(C)C2)CCC1N,13,4,KW_A365,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
382,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc(Cc2ccc(N(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)cc2)cc1,Nc1ccc(Cc2ccc(N)cc2)cc1,13,4,KW_A382,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
354,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc(F)c(F)c1,Nc1ccc(F)c(F)c1,13,2,KW_A354,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
349,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc(F)cc1,Nc1ccc(F)cc1,13,2,KW_A349,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
360,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc(F)cc1C(F)(F)F,Nc1ccc(F)cc1C(F)(F)F,13,2,KW_A360,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
391,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc(N(CCC(=O)OCCCCCCCCCCCCC)c2ccccc2)cc1,Nc1ccc(Nc2ccccc2)cc1,13,3,KW_A391,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
146,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc(N(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)cc1,Nc1ccc(N)cc1,13,4,KW_A146,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
364,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc(OC(F)(F)F)cc1,Nc1ccc(OC(F)(F)F)cc1,13,2,KW_A364,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
363,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc(OC(F)F)cc1,Nc1ccc(OC(F)F)cc1,13,2,KW_A363,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
362,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc(OC)c(F)c1,COc1ccc(N)cc1F,13,2,KW_A362,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
388,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc(Oc2ccc(F)cc2)cc1,Nc1ccc(Oc2ccc(F)cc2)cc1,13,2,KW_A388,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
389,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc(Oc2ccc(N(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)cc2)cc1,Nc1ccc(Oc2ccc(N)cc2)cc1,13,4,KW_A389,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
387,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc(Oc2ccccc2)cc1,Nc1ccc(Oc2ccccc2)cc1,13,2,KW_A387,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
333,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc(OCCCCCCCC)cc1,CCCCCCCCOc1ccc(N)cc1,13,2,KW_A333,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
308,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)C1CCC1,NC1CCC1,13,2,KW_A308,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
373,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc2c(c1)Cc1cc(N(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)ccc1-2,Nc1ccc2c(c1)Cc1cc(N)ccc1-2,13,4,KW_A373,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
372,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc2c(c1)CCCC2,Nc1ccc2c(c1)CCCC2,13,2,KW_A372,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
371,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc2c(c1)OCCO2,Nc1ccc2c(c1)OCCO2,13,2,KW_A371,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
370,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc2c(c1)OCO2,Nc1ccc2c(c1)OCO2,13,2,KW_A370,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
374,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc2cc3ccccc3cc2c1,Nc1ccc2cc3ccccc3cc2c1,13,2,KW_A374,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
367,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)C1CCc2ccccc21,NC1CCc2ccccc21,13,2,KW_A367,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
396,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccc2ccccc2c1-c1c(N(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)ccc2ccccc12,Nc1ccc2ccccc2c1-c1c(N)ccc2ccccc12,13,4,KW_A396,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
376,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1cccc(-c2ccccc2)c1,Nc1cccc(-c2ccccc2)c1,13,2,KW_A376,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
359,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1cccc(C(F)(F)F)c1,Nc1cccc(C(F)(F)F)c1,13,2,KW_A359,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
147,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1cccc(C)c1N(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,Cc1cccc(N)c1N,13,4,KW_A147,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
348,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1cccc(F)c1,Nc1cccc(F)c1,13,2,KW_A348,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
127,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)C1CCCC(N(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)C1,NC1CCCC(N)C1,13,4,KW_A127,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
145,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1cccc(N(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)c1,Nc1cccc(N)c1,13,4,KW_A145,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
149,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1cccc(N(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)c1C,Cc1c(N)cccc1N,13,4,KW_A149,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
330,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1cccc(OC(C)C)c1,CC(C)Oc1cccc(N)c1,13,2,KW_A330,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
390,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1cccc(OCc2ccccc2)c1,Nc1cccc(OCc2ccccc2)c1,13,2,KW_A390,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
369,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1cccc2c1CCC2,Nc1cccc2c1CCC2,13,2,KW_A369,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
151,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1cccc2cccc(N(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)c12,Nc1cccc2cccc(N)c12,13,4,KW_A151,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
312,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)C1CCCCC1,NC1CCCCC1,13,2,KW_A312,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
323,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccccc1C(C)(C)C,CC(C)(C)c1ccccc1N,13,2,KW_A323,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
328,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccccc1C(C)C,CC(C)c1ccccc1N,13,2,KW_A328,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
381,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccccc1Cc1ccccc1,Nc1ccccc1Cc1ccccc1,13,2,KW_A381,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
392,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccccc1N(CCC(=O)OCCCCCCCCCCCCC)c1ccccc1,Nc1ccccc1Nc1ccccc1,13,3,KW_A392,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
325,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccccc1OC,COc1ccccc1N,13,2,KW_A325,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
386,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccccc1Oc1ccccc1,Nc1ccccc1Oc1ccccc1,13,2,KW_A386,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
332,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccccc1OCC,CCOc1ccccc1N,13,2,KW_A332,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
317,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)C1CCCCCCC1,NC1CCCCCCC1,13,2,KW_A317,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
236,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)C1CCN(C)CC1,CN1CCC(N)CC1,13,2,KW_A236,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
153,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1nc(N(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)nc(N(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)n1,Nc1nc(N)nc(N)n1,13,6,KW_A153,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
230,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC(=O)N(C)c1ccccc1,CN(C(=O)CN)c1ccccc1,13,2,KW_A230,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
300,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC(C)(C)CN(C)C,CN(C)CC(C)(C)CN,13,2,KW_A300,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
33,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC(C)(C)CO,CC(C)(CN)CO,13,2,KW_A33,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
181,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC(C)C,CC(C)CN,13,2,KW_A181,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
188,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC(C)CC,CCC(C)CN,13,2,KW_A188,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
305,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC(C)N(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,CC(N)CN,13,4,KW_A305,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
189,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC(CC)CCCC,CCCCC(CC)CN,13,2,KW_A189,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
13,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC(OC)OC,COC(CN)OC,13,2,KW_A13,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
22,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC[C@H](C)O,C[C@H](O)CCN,13,2,KW_A22,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
315,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC1(C)CC(N(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)CC(C)(C)C1,CC1(C)CC(N)CC(C)(CN)C1,13,4,KW_A315,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
319,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,NCC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,13,2,KW_A319,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
339,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)Cc1cc(C)c(OC)c(OC)c1,COc1cc(CN)cc(C)c1OC,13,2,KW_A339,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
356,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)Cc1cc(F)ccc1F,NCc1cc(F)ccc1F,13,2,KW_A356,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
155,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC1CCC(CN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)CC1,NCC1CCC(CN)CC1,13,4,KW_A155,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
143,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC1CCCC(CN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)C1,NCC1CCCC(CN)C1,13,4,KW_A143,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
347,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)Cc1cccc(CN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)c1,NCc1cccc(CN)c1,13,4,KW_A347,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
351,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)Cc1cccc(F)c1,NCc1cccc(F)c1,13,2,KW_A351,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
343,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)Cc1cccc(N(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)c1,NCc1cccc(N)c1,13,4,KW_A343,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
314,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC1CCCCC1,NCC1CCCCC1,13,2,KW_A314,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
350,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)Cc1ccccc1F,NCc1ccccc1F,13,2,KW_A350,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
345,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)Cc1ccccc1N(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,NCc1ccccc1N,13,4,KW_A345,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
326,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)Cc1ccccc1OC,COc1ccccc1CN,13,2,KW_A326,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
334,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)Cc1ccccc1OCC,CCOc1ccccc1CN,13,2,KW_A334,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
232,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC1CCCN1C,CN1CCCC1CN,13,2,KW_A232,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
154,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC1CCCN1CCC(=O)OCCCCCCCCCCCCC,NCC1CCCN1,13,3,KW_A154,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
15,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC1CCCO1,NCC1CCCO1,13,2,KW_A15,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
234,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC1CCN(C)CC1,CN1CCC(CN)CC1,13,2,KW_A234,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
7,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC1COC(C)(C)O1,CC1(C)OCC(CN)O1,13,2,KW_A7,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
231,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)Cc1nccn1C,Cn1ccnc1CN,13,2,KW_A231,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
238,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)N1CCN(CCC(=O)OCCCCCCCCCCCCC)CC1,NCCC(=O)N1CCNCC1,13,3,KW_A238,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
186,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(C)(C)C,CC(C)(C)CCN,13,2,KW_A186,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
185,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(C)C,CC(C)CCN,13,2,KW_A185,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
385,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(c1ccccc1)c1ccccc1,NCCC(c1ccccc1)c1ccccc1,13,2,KW_A385,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
131,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC1CCC(C)CC1,CC1CCC(CCN)CC1,13,2,KW_A131,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
132,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC1CCC(CC)CC1,CCC1CCC(CCN)CC1,13,2,KW_A132,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
338,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCc1ccc(OC)c(OC)c1,COc1ccc(CCN)cc1OC,13,2,KW_A338,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
331,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCc1ccc(OC)cc1,COc1ccc(CCN)cc1,13,2,KW_A331,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
352,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCc1ccccc1F,NCCc1ccccc1F,13,2,KW_A352,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
6,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC1OCCO1,NCCC1OCCO1,13,2,KW_A6,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
108,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(C(C)C)C(C)C,CC(C)N(CCN)C(C)C,13,2,KW_A108,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
78,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(C)C,CN(C)CCN,13,2,KW_A78,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
503,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(C)CCCN(C)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,CN(CCN)CCCN(C)CCN,13,4,KW_A503,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
500,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(C)CCN(C)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,CN(CCN)CCN(C)CCN,13,4,KW_A500,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
113,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(C)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,CN(CCN)CCN,13,4,KW_A113,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
501,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CC)CCN(CC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,CCN(CCN)CCN(CC)CCN,13,4,KW_A501,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
301,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)C(C)C,CC(C)NCCN,13,3,KW_A301,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
340,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)c1ccccc1,NCCNc1ccccc1,13,3,KW_A340,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
341,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)Cc1ccccc1,NCCNCc1ccccc1,13,3,KW_A341,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
99,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,NCCN,13,4,KW_A99,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
123,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CC)CC,CCN(CC)CCNCCN,13,3,KW_A123,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
114,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,NCCNCCN,13,5,KW_A114,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
98,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,NCCNCCNCCN,13,6,KW_A98,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
111,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,NCCNCCNCCNCCN,13,7,KW_A111,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
156,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,NCCNCCNCCNCCNCCN,13,8,KW_A156,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
200,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN1CCN(CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)CC1,NCCNCCN1CCN(CCN)CC1,13,5,KW_A200,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
115,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,CCCCCCCCCCCCN(CCN)CCN,13,4,KW_A115,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
110,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,NCCN(CCN)CCN,13,6,KW_A110,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
86,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCO)CCO,NCCN(CCO)CCO,13,2,KW_A86,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
76,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN1CCCC1,NCCN1CCCC1,13,2,KW_A76,C13,hela,in_vitro,Crude,FFL,1,FFL silencing
